STATENAME,ST_CASE,VEH_NO,VIOLATION,VIOLATIONNAME
Nevada,320019,1,7,"Hit-and-run, fail to stop after crash"
Nevada,320019,1,69,"Lane violations, generally"
Nevada,320020,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320020,1,4,"Inattentive, careless, improper driving, driving without due care"
Nevada,320020,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320020,1,22,Speeding (above the speed limit)
Nevada,320020,1,69,"Lane violations, generally"
Nevada,320020,1,72,Other driver license violations
Nevada,320027,1,1,Manslaughter or homicide
Nevada,320027,1,4,"Inattentive, careless, improper driving, driving without due care"
Nevada,320027,1,35,Fail to obey signal generally
Nevada,320028,1,52,"Driving on left, wrong side of road, generally"
Nevada,320033,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320035,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320035,1,69,"Lane violations, generally"
Nevada,320036,1,7,"Hit-and-run, fail to stop after crash"
Nevada,320036,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320039,1,83,Failure to require restraint use (by self or passengers)
Nevada,320042,1,72,Other driver license violations
Nevada,320046,1,69,"Lane violations, generally"
Nevada,320046,1,83,Failure to require restraint use (by self or passengers)
Nevada,320048,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320048,2,1,Manslaughter or homicide
Nevada,320050,1,4,"Inattentive, careless, improper driving, driving without due care"
Nevada,320050,1,83,Failure to require restraint use (by self or passengers)
Nevada,320052,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320053,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320053,1,69,"Lane violations, generally"
Nevada,320055,1,2,Willful reckless driving; driving to endanger; negligent driving
Nevada,320056,1,69,"Lane violations, generally"
Nevada,320056,1,83,Failure to require restraint use (by self or passengers)
Nevada,320059,1,8,"Fail to give aid, info., wait for police after crash"
Nevada,320061,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320061,1,69,"Lane violations, generally"
Nevada,320067,1,22,Speeding (above the speed limit)
Nevada,320070,1,14,Drinking while operating
Nevada,320071,1,22,Speeding (above the speed limit)
Nevada,320071,2,46,Fail to yield generally
Nevada,320074,1,1,Manslaughter or homicide
Nevada,320074,1,4,"Inattentive, careless, improper driving, driving without due care"
Nevada,320075,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320075,1,51,Driving wrong way on one-way road
Nevada,320077,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320077,1,22,Speeding (above the speed limit)
Nevada,320078,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320078,1,72,Other driver license violations
Nevada,320079,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320079,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320083,1,8,"Fail to give aid, info., wait for police after crash"
Nevada,320083,1,9,Serious violation resulting in death
Nevada,320083,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320084,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320085,1,5,Fleeing or eluding police
Nevada,320085,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320085,1,53,"Improper, unsafe passing"
Nevada,320086,1,8,"Fail to give aid, info., wait for police after crash"
Nevada,320086,1,69,"Lane violations, generally"
Nevada,320086,1,72,Other driver license violations
Nevada,320089,1,46,Fail to yield generally
Nevada,320090,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320094,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320094,1,39,Fail to obey traffic control device
Nevada,320096,1,2,Willful reckless driving; driving to endanger; negligent driving
Nevada,320096,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320099,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320099,1,52,"Driving on left, wrong side of road, generally"
Nevada,320099,1,72,Other driver license violations
Nevada,320100,1,2,Willful reckless driving; driving to endanger; negligent driving
Nevada,320100,1,4,"Inattentive, careless, improper driving, driving without due care"
Nevada,320100,1,69,"Lane violations, generally"
Nevada,320100,1,72,Other driver license violations
Nevada,320109,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320109,1,72,Other driver license violations
Nevada,320111,1,48,Enter intersection when space insufficient
Nevada,320112,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320112,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320112,1,71,Driving while license withdrawn
Nevada,320112,1,74,Vehicle registration violations
Nevada,320112,1,75,Fail to carry insurance card
Nevada,320114,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320114,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320114,1,71,Driving while license withdrawn
Nevada,320114,1,74,Vehicle registration violations
Nevada,320115,1,1,Manslaughter or homicide
Nevada,320115,1,46,Fail to yield generally
Nevada,320115,1,76,Driving uninsured vehicle
Nevada,320117,1,46,Fail to yield generally
Nevada,320118,1,1,Manslaughter or homicide
Nevada,320118,1,7,"Hit-and-run, fail to stop after crash"
Nevada,320118,1,8,"Fail to give aid, info., wait for police after crash"
Nevada,320118,1,31,Fail to stop for red signal
Nevada,320118,1,71,Driving while license withdrawn
Nevada,320119,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320119,1,72,Other driver license violations
Nevada,320119,1,74,Vehicle registration violations
Nevada,320119,1,84,"Motorcycle equipment violations (helmet, special equipment)"
Nevada,320123,1,7,"Hit-and-run, fail to stop after crash"
Nevada,320124,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320125,1,1,Manslaughter or homicide
Nevada,320125,1,46,Fail to yield generally
Nevada,320127,1,69,"Lane violations, generally"
Nevada,320127,1,72,Other driver license violations
Nevada,320127,1,74,Vehicle registration violations
Nevada,320127,1,76,Driving uninsured vehicle
Nevada,320127,2,72,Other driver license violations
Nevada,320128,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320128,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320128,1,72,Other driver license violations
Nevada,320128,1,74,Vehicle registration violations
Nevada,320128,1,76,Driving uninsured vehicle
Nevada,320130,1,12,Driving while impaired
Nevada,320130,1,29,"Speed related violations, generally"
Nevada,320130,1,37,Fail to obey stop sign
Nevada,320130,1,46,Fail to yield generally
Nevada,320130,2,37,Fail to obey stop sign
Nevada,320132,1,69,"Lane violations, generally"
Nevada,320133,1,1,Manslaughter or homicide
Nevada,320133,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320133,1,72,Other driver license violations
Nevada,320134,1,7,"Hit-and-run, fail to stop after crash"
Nevada,320134,1,8,"Fail to give aid, info., wait for police after crash"
Nevada,320134,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320134,1,69,"Lane violations, generally"
Nevada,320135,1,46,Fail to yield generally
Nevada,320138,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320138,1,15,Illegal possession of alcohol or drugs
Nevada,320138,1,69,"Lane violations, generally"
Nevada,320138,1,72,Other driver license violations
Nevada,320138,1,74,Vehicle registration violations
Nevada,320138,1,83,Failure to require restraint use (by self or passengers)
Nevada,320139,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320139,1,69,"Lane violations, generally"
Nevada,320139,1,83,Failure to require restraint use (by self or passengers)
Nevada,320140,1,69,"Lane violations, generally"
Nevada,320140,1,83,Failure to require restraint use (by self or passengers)
Nevada,320141,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320141,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320141,1,69,"Lane violations, generally"
Nevada,320152,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320152,1,31,Fail to stop for red signal
Nevada,320152,1,72,Other driver license violations
Nevada,320152,1,74,Vehicle registration violations
Nevada,320153,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320157,1,1,Manslaughter or homicide
Nevada,320157,1,22,Speeding (above the speed limit)
Nevada,320157,1,53,"Improper, unsafe passing"
Nevada,320157,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320158,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320158,1,69,"Lane violations, generally"
Nevada,320160,1,2,Willful reckless driving; driving to endanger; negligent driving
Nevada,320160,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320161,1,4,"Inattentive, careless, improper driving, driving without due care"
Nevada,320161,1,31,Fail to stop for red signal
Nevada,320161,1,54,Pass on right (drive off pavement to pass)
Nevada,320161,1,72,Other driver license violations
Nevada,320162,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320162,1,69,"Lane violations, generally"
Nevada,320164,1,69,"Lane violations, generally"
Nevada,320170,1,69,"Lane violations, generally"
Nevada,320178,1,69,"Lane violations, generally"
Nevada,320178,1,83,Failure to require restraint use (by self or passengers)
Nevada,320181,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320181,2,22,Speeding (above the speed limit)
Nevada,320186,1,7,"Hit-and-run, fail to stop after crash"
Nevada,320186,1,72,Other driver license violations
Nevada,320189,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320189,1,69,"Lane violations, generally"
Nevada,320189,1,83,Failure to require restraint use (by self or passengers)
Nevada,320190,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320192,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320192,1,22,Speeding (above the speed limit)
Nevada,320193,1,69,"Lane violations, generally"
Nevada,320195,1,1,Manslaughter or homicide
Nevada,320195,1,46,Fail to yield generally
Nevada,320199,1,3,"Unsafe reckless (not willful, wanton reckless) driving"
Nevada,320199,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320199,1,69,"Lane violations, generally"
Nevada,320199,1,81,Lamp violations
Nevada,320199,1,83,Failure to require restraint use (by self or passengers)
Nevada,320200,1,52,"Driving on left, wrong side of road, generally"
Nevada,320202,1,46,Fail to yield generally
Nevada,320203,1,69,"Lane violations, generally"
Nevada,320205,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320205,2,1,Manslaughter or homicide
Nevada,320205,2,39,Fail to obey traffic control device
Nevada,320207,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320207,1,69,"Lane violations, generally"
Nevada,320207,1,72,Other driver license violations
Nevada,320208,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320210,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320211,1,1,Manslaughter or homicide
Nevada,320211,1,4,"Inattentive, careless, improper driving, driving without due care"
Nevada,320212,1,46,Fail to yield generally
Nevada,320212,2,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320212,2,72,Other driver license violations
Nevada,320214,1,69,"Lane violations, generally"
Nevada,320215,1,46,Fail to yield generally
Nevada,320219,1,97,Not Reported
Nevada,320220,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
Nevada,320231,1,46,Fail to yield generally
Nevada,320231,1,72,Other driver license violations
Nevada,320232,1,11,Driving while intoxicated (alcohol or drugs) or BAC above limit (any detectable BAC for CDLs)
